size,color,price,uniq_id,brand_name,highlights,product_id,description,ingredients,availability,product_name,primary_image_url
0.12 oz,Coral Kisswarm coral,35.0,f065684ad4430321,Charlotte Tilbury,,pimprod2043358,"BenefitsEnriched with Charlotte's secret ingredients, the K.I.S.S.I.N.G formula protects lips from UV damage, leaving them cashmere-soft and irresistible.A special blend of waxes maintains the rich color while making this lipstick glide over the contours of your lips, with no bleeding outside the lip line.Light-diffusing pigments give lips a brilliant, multi-dimensional finish and full-bodied effect.Formulated WithoutParabensSulfates","[{""ingredients"": ""Octyldodecanol, Polybutene, Pentaerythrityl Tetraisostearate, Ethylene/Propylene Copolymer, Caprylic/Capric Triglyceride, VP/Hexadecene Copolymer, Mica, Diisostearyl Malate, Silica, Hydrogenated Styrene/Methyl Styrene/Indene Copolymer, Ozokerite, Stearalkonium Bentonite, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Crambe Abyssinica Seed Oil, Ethyl Vanillin, Bixa Orellana Seed Extract, BHT, Dicalcium Phosphate, Tin Oxide. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 6 (CI 15850), Red 7 (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985), Blue 1 Lake (CI 42090).""}]",in_stock,K.I.S.S.I.N.G Lipstick,https://media.ulta.com/i/ulta/2619409
0.123 oz,724 Tendressea deep dusty rose - velvet,50.0,f07198ed71bb9d00,Dior,,pimprod2043044,"BenefitsRouge Dior lipstick is now available in captivating, universally flattering shades in satin and velvet finishes for flawless, long-lasting wear. Wear Dior with its new sleek and magnetic, couture, refillable case, outfitted with the Christian Dior belt and silver cannage.","[{""ingredients"": ""724 Tendresse: Polyglyceryl-2 Triisostearate, Dimethicone, Helianthus Annuus (Sunflower) Seed Wax, Dimethicone Crosspolymer, Trimethylolpropane Triisostearate, Silica, Cera Carnauba (Copernicia Cerifera (Carnauba) Wax), Mica, Butyrospermum Parkii (Shea) Butter, Hibiscus Sabdariffa Flower Extract, Candelilla Cera (Euphorbia Cerifera (Candelilla) Wax), Simmondsia Chinensis (Jojoba) Seed Oil, Brassica Campestris (Rapeseed) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Parfum (Fragrance), Butyrospermum Parkii (Shea) Butter Unsaponifiables, Aluminum Hydroxide, Opuntia Ficus-Indica Flower Extract, Camelina Sativa Seed Oil, Polyglyceryl-3 Diisostearate, Punica Granatum Flower Extract, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Propyl Gallate, Paeonia Officinalis Flower Extract. May Contain: Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 15850 (Red 7), Ci 42090 (Blue 1 Lake).""}]",in_stock,Rouge Dior Lipstick,https://media.ulta.com/i/ulta/2618515
0.12 oz,817 Can't Talk RNnude light,35.0,f0aa06a126945e14,KYLIE COSMETICS,"[""Clean Ingredients"", ""Vegan""]",pimprod2034973,"BenefitsLip Blush: Smoothes lip lines while delivering a soft-matte finish, buildable, customizable coverage, long-lasting, 24-hour wearLip Liner: Transfer-proof, long-lasting, 24-hour wear, pairs well with all lip textures: Matte, Velvet, Blush, GlossFeaturesLip Blush: In a study of 50 women:98% agreed the product smoothens lips for a blotted lip effect96% agreed the product doesn't dry out the lips90% agreed the formula nourishes the lipsGluten-Free","[{""ingredients"": ""Lip Liner CAN'T TALK RN: Dimethicone, Trimethylsiloxysilicate, Synthetic Wax, Dicalcium Phosphate, Phenylpropyldimethylsiloxysilicate, Polyethylene, Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer, Polyhydroxystearic Acid, Mica, Disteardimonium Hectorite, Caprylyl Methicone, Caprylic/Capric Triglyceride, Propylene Carbonate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Tocopherol, Rubus Idaeus (Raspberry) Leaf Extract, [May Contain/Peut Contenir/+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Yellow 6 Lake (CI 15985), Red 6 (CI 15850), Blue 1 Lake (CI 42090), Red 7 Lake (CI 15850)].Lip blush CAN'T TALK RN: Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Lauryl Dimethicone, Trimethylsiloxysilicate, C30-45 Alkyl Dimethicone, Stearyl Dimethicone, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Mica, Polysilicone-11, Phenyl Trimethicone, Synthetic Wax, C12-15 Alkyl Benzoate, Octyldodecanol, Disteardimonium Hectorite, Laureth-4, Polyhydroxystearic Acid, Caprylic/Capric Triglyceride, Propylene Carbonate, Aroma/Flavor, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Lecithin, Isostearic Acid, Polyglyceryl-3 Polyricinoleate, Dicalcium Phosphate, Tin Oxide, [May Contain/Peut Contenir/+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090)].""}]",in_stock,Lip Blush Kit,https://media.ulta.com/i/ulta/2602320
0.17 oz,Takenwarm toned-light brown​,28.0,f0bae5850fa6cba0,MAC,,pimprod2015609,"BenefitsSmoothing, hydrating moisture-matte liquid lipstickJust the right amount of high-impact lip colorImmediate and 10-hour moistureLong-wearing, 10 hoursSmooth, stay-true lip color, 10 hoursSoft-focus and blurred lipstick color effectFade-resistant, non-settling, non-creasing, and non-flakingKey IngredientsBlend of Vitamin E, Powders and Emollient Properties: Provide excellent cushion, flexibility, wear and moisture that will leave lips looking and feeling soft and smooth all dayResearch ResultsConsumer testing on 116 women after one week:95% said it applied smoothly onto lips94% said it left lips feeling soft and smooth upon application92% said it was colour-true throughout wear91% said it left lips feeling moisturized upon application","[{""ingredients"": ""Dimethicone, Dimethicone Crosspolymer, Isononyl Isononanoate, Polyglyceryl-2 Triisostearate, Diisostearyl Malate, Tribehenin, Tocopheryl Acetate, Lecithin, Ethylhexyl Palmitate, Isopropyl Myristate, Polyglyceryl-3 Polyricinoleate, Polyglyceryl-2 Diisostearate, Sorbitan Isostearate, Dehydroacetic Acid, Isostearic Acid, Polyhydroxystearic Acid, Vanillin, [+/- Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Blue 1 Lake (CI 42090), Red 6 (CI 15850), Red 7 (CI 15850), Red 22 Lake (CI 45380), Red 28 Lake (CI 45410), Red 33 Lake (CI 17200), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)].""}]",in_stock,Powder Kiss Liquid Lipcolor Longwear Lipstick,https://media.ulta.com/i/ulta/2635503
0.06 oz,Coydusty rose,34.0,f11a1382508f4c21,MAC,,pimprod2041746,"BenefitsKissproof and waterproof lipstick​Transfer-resistant​Mask-friendly; long-wearing, smudge- and transfer-resistant24 hours long-wearing​24 hours colour-true​24 hours smudge-resistant​24 hours band feather-resistant​24 hours non-caking​Flake- and crease-resistantNo skipping, no dragging and no touch-ups neededKey IngredientsPassion Fruit Oil: Conditions lips for a comfortable, next-to-naked feel.","[{""ingredients"": ""Dimethicone, Synthetic Wax, Trimethylsiloxysilicate, Octyldodecanol, Ethylene/Propylene Copolymer, Passiflora Edulis Seed Oil, Polyhydroxystearic Acid, Silica, Disteardimonium Hectorite, Flavor (Aroma), \\[+/- Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 21 (CI 45380), Red 30 (CI 73360), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)\\] \\""}]",in_stock,Locked Kiss 24HR Lipstick,https://media.ulta.com/i/ulta/2614360
0.17 oz,600 First Kisssoft rose nude,13.99,f138d2b1b0e4f773,L'Oréal,,pimprod2039455,"FeaturesTransfer and smudge resistant for an all-day longwear matte finishWith a lightweight feel, Infused with Hyaluronic AcidBold color payoff in one effortless swipe with precise applicatorAvailable in multiple irresistible shades, Find yours todayBenefitsInfused with Hyaluronic acid","[{""ingredients"": ""Dimethicone, Isododecane, Trimethylsiloxysilicate, Nylon-611/Dimethicone Copolymer, Dimethicone Crosspolymer, C30-45 Alkyldimethylsilyl Polypropylsilsesquioxane, Lauroyl Lysine, Silica Silylate, Phenoxyethanol, Ethylhexyl Palmitate, Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone, Isopropyl Titanium Triisostearate, Trihydroxystearin, Benzyl Alcohol, Sodium Hyaluronate, Glucomannan, Parfum/Fragrance. May Contain: CI 77891/Titanium Dioxide, CI 15850/Red 7, CI 77491, CI 77492, CI 77499/Iron Oxides, CI 45380/Red 22 Lake, CI 45410/Red 28 Lake, CI 15985/Yellow 6 Lake, CI 19140/Yellow 5 Lake, CI 15850/Red 6, CI 42090/Blue 1 Lake. Fil N70028102/1.""}]",in_stock,Infallible Matte Resistance Liquid Lipstick,https://media.ulta.com/i/ulta/2625471
0.123 oz,683 Rendez-Vousthe iconic nude - satin,39.0,f13a4e0ae81c67ae,Dior,,pimprod2042977,"BenefitsRefillable, the iconic Rouge Dior Lipstick reflects the House of Dior approach to sustainable beauty. With the same formula as the Rouge Dior lipstick, the refill enables you to replenish or change up your lipstick shades as often as you like in eco-conscious style.","[{""ingredients"": ""683 Rendez-Vous: Polyglyceryl-2 Triisostearate, Helianthus Annuus (Sunflower) Seed Wax, Octyldodecanol, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Helianthus Annuus (Sunflower) Seed Oil, Olus Oil (Vegetable Oil), Squalane, Trimethylolpropane Triisostearate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Calcium Carbonate, Cera Alba (Beeswax), Oryza Sativa (Rice) Bran Wax, Butyrospermum Parkii (Shea) Butter, Calcium Aluminum Borosilicate, Dimer Dilinoleyl Dimer Dilinoleate, Disteardimonium Hectorite, Hibiscus Sabdariffa Flower Extract, Lauryl Peg-10 Tris(Trimethylsiloxy)Silylethyl Dimethicone, Hydrogenated Vegetable Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Brassica Campestris (Rapeseed) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Parfum (Fragrance), Candelilla Cera (Euphorbia Cerifera (Candelilla) Wax), Propylene Carbonate, Opuntia Ficus-Indica Flower Extract, Camelina Sativa Seed Oil, Polyglyceryl-3 Diisostearate, Punica Granatum Flower Extract, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Propyl Gallate, Tocopherol, Paeonia Officinalis Flower Extract. May Contain: Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 15850 (Red 7), Ci 45410 (Red 28 Lake).""}]",in_stock,Rouge Dior Lipstick Refill,https://media.ulta.com/i/ulta/2619685
0.11 oz,Luckysoft pink beige,23.0,f15913475d4ea36b,bareMinerals,"[""Clean Ingredients"", ""Cruelty Free"", ""Vegan""]",pimprod2033931,"BenefitsDelivers rich, velvety color in one swipeWeightless whipped formula glides on easilyNon-drying liquid lipstick sets quickly and comfortablyProvides up to 6 hours of transfer-resistant wearLip-loving ingredients lock in moisture for softer, smoother lipsLips look visibly smoother instantlyClinically shown to improve lip smoothness over timeKey IngredientsPOMEGRANATE EXTRACT: Seals in moisture for softer, smoother lipsSEA BUCKTHORN FRUIT OIL: Omega-packed to keep lips feeling nourished and moisturizedMINERAL PIGMENTS: Provide rich, true colorFormulated WithoutSulfatesParabensSynthetic FragranceTalc","[{""ingredients"": ""Isododecane, Caprylic/Capric Triglyceride, Trimethylsiloxysilicate, Silica, Hydrogenated Polyisobutene, Bis-Diglyceryl Polyacyladipate-2, Isobutylmethacrylate/Bis-Hydroxypropyl Dimethicone Acrylate Copolymer, Disteardimonium Hectorite, Tribehenin, Euphorbia Cerifera (Candelilla) Wax(Candelilla Cera/Cire De Candelilla), Simmondsia Chinensis (Jojoba) Seed Oil, Propylene Carbonate, Tocopheryl Acetate, Punica Granatum Flower Extract, Polyglyceryl-3 Diisostearate, Flavor (Aroma), Ethylhexylglycerin, Hippophae Rhamnoides Oil, Linalool. May Contain/Peut Contenir (+/-): Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140), Red 6 (CI 15850), Titanium Dioxide (CI 77891).""}]",in_stock,MINERALIST Lasting Matte Liquid Lipstick,https://media.ulta.com/i/ulta/2599439
0.11 oz,Passionatebrick red,23.0,f1693210b60bbf6c,bareMinerals,"[""Cruelty Free"", ""Vegan""]",pimprod2033931,"BenefitsDelivers rich, velvety color in one swipeWeightless whipped formula glides on easilyNon-drying liquid lipstick sets quickly and comfortablyProvides up to 6 hours of transfer-resistant wearLip-loving ingredients lock in moisture for softer, smoother lipsLips look visibly smoother instantlyClinically shown to improve lip smoothness over timeKey IngredientsPOMEGRANATE EXTRACT: Seals in moisture for softer, smoother lipsSEA BUCKTHORN FRUIT OIL: Omega-packed to keep lips feeling nourished and moisturizedMINERAL PIGMENTS: Provide rich, true colorFormulated WithoutSulfatesParabensSynthetic FragranceTalc","[{""ingredients"": ""Isododecane, Caprylic/Capric Triglyceride, Trimethylsiloxysilicate, Silica, Hydrogenated Polyisobutene, Bis-Diglyceryl Polyacyladipate-2, Isobutylmethacrylate/Bis-Hydroxypropyl Dimethicone Acrylate Copolymer, Disteardimonium Hectorite, Tribehenin, Euphorbia Cerifera (Candelilla) Wax(Candelilla Cera/Cire De Candelilla), Simmondsia Chinensis (Jojoba) Seed Oil, Propylene Carbonate, Tocopheryl Acetate, Punica Granatum Flower Extract, Polyglyceryl-3 Diisostearate, Flavor (Aroma), Ethylhexylglycerin, Hippophae Rhamnoides Oil, Linalool. May Contain/Peut Contenir (+/-): Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140), Red 6 (CI 15850), Titanium Dioxide (CI 77891).""}]",in_stock,MINERALIST Lasting Matte Liquid Lipstick,https://media.ulta.com/i/ulta/2599444
0.18 oz,Raspberrydeep raspberry,7.2,f16e0c5592c1b244,FLOWER Beauty,,pimprod2032411,"BenefitsFull-coverage, high-pigment formulaLong-lasting soft matte finishComfortable, weightless feelGluten-FreeFeaturesTear-drop shaped applicator for precise application","[{""ingredients"": ""Polybutene, Caprylic/Capric Triglyceride, Cyclopentasiloxane, Isododecane, Dicalcium Phosphate Dihydrate, Synthetic Beeswax, Cyclohexasiloxane, Microcrystalline Wax (Cera Microcristallina/Cire Microcristalline), Mica, Trihydroxystearin, Trimethylsiloxysilicate, Disteardimonium Hectorite, Octyldodecanol, Phenoxyethanol. [+/-]: Titanium Dioxide (Ci77891), Yellow 5 Lake (CI 19140), Red 7 Lake (CI 15850), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Blue 1 Lake (CI 42090). Polybutene, Caprylic/Capric Triglyceride, Cyclopentasiloxane, Isododecane, Dicalcium Phosphate Dihydrate, Synthetic Beeswax, Cyclohexasiloxane, Microcrystalline Wax (Cera Microcristallina/Cire Microcristalline), Mica, Trihydroxystearin, Trimethylsiloxysilicate, Disteardimonium Hectorite, Octyldodecanol, Phenoxyethanol. [+/-]: Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140), Red 7 Lake (CI 15850), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Blue 1 Lake (CI 42090).Polybutene, Caprylic/Capric Triglyceride, Cyclopentasiloxane, Isododecane, Dicalcium Phosphate Dihydrate, Synthetic Beeswax, Cyclohexasiloxane, Microcrystalline Wax (Cera Microcristallina/Cire Microcristalline), Mica, Trihydroxystearin, Trimethylsiloxysilicate, Disteardimonium Hectorite, Octyldodecanol, Phenoxyethanol. [+/-]: Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140), Red 7 Lake (CI 15850), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Blue 1 Lake (CI 42090).Polybutene, Caprylic/Capric Triglyceride, Cyclopentasiloxane, Isododecane, Dicalcium Phosphate Dihydrate, Synthetic Beeswax, Cyclohexasiloxane, Microcrystalline Wax (Cera Microcristallina/Cire Microcristalline), Mica, Trihydroxystearin, Trimethylsiloxysilicate, Disteardimonium Hectorite, Octyldodecanol, Phenoxyethanol. [+/-]: Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140), Red 7 Lake (CI 15850), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Blue 1 Lake (CI 42090).Polybutene, Caprylic/Capric Triglyceride, Cyclopentasiloxane, Isododecane, Dicalcium Phosphate Dihydrate, Synthetic Beeswax, Cyclohexasiloxane, Microcrystalline Wax (Cera Microcristallina/Cire Microcristalline), Mica, Trihydroxystearin, Trimethylsiloxysilicate, Disteardimonium Hectorite, Octyldodecanol, Phenoxyethanol. [+/-]: Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140), Red 7 Lake (CI 15850), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Blue 1 Lake (CI 42090).""}]",in_stock,Perfect Pout Soft Matte Lip Color,https://media.ulta.com/i/ulta/2597114
0.01 oz,Outspokentaupe,22.0,f176f77170dde43e,Live Tinted,"[""Clean Ingredients"", ""Cruelty Free"", ""Vegan""]",pimprod2038443,"FeaturesWeightless feel, soft-matte finishNon-drying formula infused with hyaluronic acid and jojoba oilComes in multipleintense, long-lasting shadesKey IngredientsHyaluronic Acid for advanced hydrationMoisturizing jojoba oil to heal dry, chapped lipsVitamin E for an antioxidant-rich, skin-softening protective boost","[{""ingredients"": ""ISODODECANE, DIMETHICONE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, DIMETHICONOL, SILICA, VINYL DIMETHICONE/METHICONE SILSESQUIOXANE CROSSPOLYMER, CETYL PEG/PPG-10/1 DIMETHICONE, QUATERNIUM-18 BENTONITE, SYNTHETIC FLUORPHLOGOPITE, CETEARYL DIMETHICONE CROSSPOLYMER, PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE, PEG-10 DIMETHICONE, ACRYLATES/DIMETHICONE COPOLYMER, DISTEARDIMONIUM HECTORITE, CAPRYLYL GLYCOL, HYDROXYACETOPHENONE, PROPYLENE CARBONATE, SODIUM HYALURONATE, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, TOCOPHERYL ACETATE, ALUMINA, TRIETHOXYCAPRYLYLSILANE, AQUA, KAOLIN.MAY CONTAIN(+/-):TITANIUM DIOXIDE(CI 77891),IRON OXIDES(CI 77499, CI 77492, CI 77491),YELLOW 6 LAKE(CI 15985),RED 7 LAKE(CI 15850)""}]",in_stock,HUELIP Liquid Lip Créme,https://media.ulta.com/i/ulta/2606268
0.14 oz,More Mauve 371cool pink,12.0,f17aef2ce262ca1c,Ulta Beauty Collection,"[""Clean Ingredients"", ""Cruelty Free"", ""Give Back""]",pimprod2046768,BenefitsCreamy satin and shimmer finishesFull coverageBold pigmentComfortable formulaFeaturesLipstick case made from 30% Post-Consumer Recycled (PCR) Plastic and designed to be lighter weight to help reduce material usageProudly cruelty free with clean ingredientsKey IngredientsCastor seed oil: A natural humectant that helps skin retain moistureSqualane: Softens and nourishes lipsShea and Murumuru seed butters: Rich butters that leave lips feeling supple and smoothHyaluronic acid: helps to retain moisture on skin so lips appear fuller,"[{""ingredients"": ""More Mauve: Ricinus Communis (Castor) Seed Oil, Octyldodecanol, Diisostearyl Malate, 2-Diglyceryl Polyacyladipate-Bis, Silica, Trioctyldodecyl Citrate, Euphorbia Cerifera (Candelilla) Microcrystalline Wax/Cera , Caprylic/Capric TriglycerideWax/Candelilla Cera/Cire de Candelilla, LecithinSynthetic Wax, Oleic/Linoleic/Linolenic PolyglyceridesMicrocristallina/Cire Microcristalline, , Caprylyl , Barium Sulfate, Butylene Glycol Cocoate, ParaffinHelianthus Annuus (Sunflower) Seed Wax, , Rosin (Colophonium, Colphane), Citric Acid, Hydrogenated Lecithin, Sorbitan Sesquioleate, Glycol, Astrocaryum Murumuru Seed Butter, Butyrospermum Parkii (Shea) Butter, Squalane, Tocopherol, Sodium HyaluronatePhenoxyethanol, Butylene Glycol, Silica Dimethyl Silylate, Ethylhexyl Palmitate, Hexylene Glycol. MAY CONTAIN \u00b7 PEUT CONTENIR (+/-): Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 (CI 15850).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.""}]",in_stock,Luxe Satin Lipstick,https://media.ulta.com/i/ulta/2624604
0.12 oz,Babea medium blue pink,33.0,f18d4f7696e43f84,BOBBI BROWN,"[""Sustainable Packaging Brand""]",pimprod2024879,"BenefitsA satin-matte lipstick with the feel of a lip balm. Lip color glides on comfortably, leaves lips moisturized and kissably soft.Loaded with soft matte pigments for high color payoff and an un-lipstick lip stain effect.Rich in moisturizing Vitamins E and C and beeswax.Glides on like a lip balm, imparts a blotted-down, matte finish.Swipe once for a pigment-rich, lip stain effect, or more for full-coverage lip color.A hydrating formula to moisturize lips.Lasts and resists feathering for 8 hours.Key IngredientsCastor Seed OilVitamins C & EBeeswaxFormulated WithoutParabensPhthalatesSulfatesGlutenSulfitesMineral OilTriclosanFormaldehyde","[{""ingredients"": ""Babe: Ricinus Communis (castor) Seed Oil , Caprylic/Capric Triglyceride , Isopropyl Lanolate , Euphorbia Cerifera (candelilla) Wax\\Candelilla Cera\\Cire De Candelilla , Cetyl Lactate , Paraffin , Beeswax\\Cera Alba\\Cire D'abeille , Nylon-12 , Microcrystalline Wax\\Cera Microcristallina\\Cire Microcristalline , Tocopherol , Ascorbyl Palmitate , Ethylhexyl Methoxycinnamate , Linalool , Limonene , Citral , Benzyl Benzoate , Geraniol , Fragrance (parfum) , [May Contain: Mica , Titanium Dioxide (CI 77891) , Iron Oxides (CI 77491) , Iron Oxides (CI 77492) , Iron Oxides (CI 77499) , Yellow 6 Lake (CI 15985) , Red 7 Lake (CI 15850) , Manganese Violet (CI 77742) , Red 6 (CI 15850) , Red 7 (CI 15850) , Red 27 (CI 45410) , Blue 1 Lake (CI 42090) , Red 28 Lake (CI 45410) , Yellow 5 Lake (CI 19140) , Red 22 Lake (CI 45380) , Carmine (CI 75470) , Red 21 (CI 45380) , Orange 5 (CI 45370) , Bismuth Oxychloride (CI 77163).""}]",in_stock,Crushed Lip Color Moisturizing Lipstick,https://media.ulta.com/i/ulta/2583541
0.1 oz,Bliss,4.49,f1ca505db89213c0,L.A. Girl,,xlsImpprod15711045,"FeaturesBold, rich pigmentVelvety textureLight vanilla scentBenefitsShea butter for added hydrationSmooth application","[{""ingredients"": ""Ethylhexyl Palmitate, Mineral Oil (Paraffinum Liquidum), Euphorbia Cerifera (Candelilla) Wax, Octyldodecanol, Methyl Methacrylate Crosspolymer, Talc, Ozokerite, Polymethylsilsesquioxane, Mica, Copernicia Cerifera (Carnauba) Wax, Fragrance (Parfum), Phenoxyethanol, Butyrospermum Parkii (Shea) Butter. May Contain: Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Red 6 (CI 15850), Red 7 (CI 15850), Red 27 (CI 45410), Red 28 Lake (CI 45410), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090).""}]",in_stock,Matte Flat Velvet Lipstick,https://media.ulta.com/i/ulta/2505285
0.14 oz,Lynxdeep brick red,38.0,f1cc0e71816fd2fc,HOURGLASS,"[""Cruelty Free"", ""Vegan""]",pimprod2037214,"BenefitsBuildable, full coverage with a satin crème finishCreamy, weightless formula glides on seamlessly and melts upon applicationCustom bullet shape allows for precise application5% of profits from Unlocked support the Nonhuman Rights ProjectVegan and cruelty-freeFeatures100% said lips look and feel smoother100% said lips feel hydrated100% said the product does not feather or bleed100% said the product delivers high-impact color in one swipeFormulated WithoutParabensMineral OilFormaldehydeGluten","[{""ingredients"": ""Lynx: Tridecyl Trimellitate, Polyglyceryl-2 Triisostearate, Dimethicone, Hydrogenated Polyisobutene, Synthetic Beeswax, Caprylic/Capric Triglyceride, Microcrystalline Wax/Cera Microcristallina, Polyethylene, Hdi/Trimethylol Hexyllactone Crosspolymer, Dimethicone Crosspolymer, Polyisobutene, Synthetic Fluorphlogopite, Silica, Polyhydroxystearic Acid, Sorbitan Isostearate, Diisostearyl Malate, Fragrance/Parfum, Caprylic/Capric Glycerides, Aluminum Hydroxide, Hydroxystearic Acid, Argania Spinosa Kernel Oil, Mangifera Indica (Mango) Seed Butter, Persea Gratissima (Avocado) Oil, Butyrospermum Parkii (Shea) Butter, Hydrogenated Vegetable Oil, Tocopherol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Red 7 Lake (CI 15850), Yellow 6 Lake (CI 15985), Blue 1 Lake (CI 42090), Red 28 Lake (CI 45410).*Ingredient lists and claims may change or vary from time to time as part of our commitment to innovation and maintaining global compliance. Please refer to the ingredient list on the product packaging you receive to ensure the ingredients are suitable for your personal use.""}]",in_stock,Unlocked Satin Crème Lipstick,https://media.ulta.com/i/ulta/2608022
